prog1	9	33	1133
prog1	10	33	1135
prog3	10	11	1136
prog1	11	33	1137
prog3	11	11	1138
prog1	12	33	1139
prog1	13	33	1140
prog3	12	11	1141
prog1	14	33	1143
prog1	15	33	1144
prog3	13	11	1145
prog1	16	33	1146
prog2	9	22	1147
prog2	10	22	1148
prog2	11	22	1149
prog1	17	33	1150
prog2	12	22	1151
prog1	18	33	1152
prog1	19	33	1153
prog2	13	22	1154
prog2	14	22	1155
prog1	20	33	1156
prog1	21	33	1157
prog1	22	33	1158
prog2	15	22	1159
prog2	16	22	1160
prog1	23	33	1161
prog1	24	33	1162
prog1	25	33	1163
prog2	17	22	1164
prog2	18	22	1165
prog1	26	33	1166
prog2	19	22	1167
prog2	20	22	1168
prog1	27	33	1169
prog1	28	33	1170
prog3	14	11	1171
prog3	15	11	1172
prog3	16	11	1173
prog1	29	33	1174
prog1	30	33	1175
prog1	31	33	1176
prog1	32	33	1177
prog3	17	11	1178
prog3	18	11	1179
prog1	33	33	1180
prog2	21	22	1181
prog1	34	33	1182
prog1	35	33	1183
prog1	36	33	1184
prog2	22	22	1185
prog2	23	22	1186
prog2	24	22	1187
prog1	37	33	1188
prog2	25	22	1189
prog2	26	22	1190
prog1	38	33	1191
prog1	39	33	1192
prog1	40	33	1193
prog2	27	22	1194
prog1	41	33	1195
prog1	42	33	1196
prog1	43	33	1197
prog2	28	22	1198
prog2	29	22	1199
prog1	44	33	1200
prog2	30	22	1201
prog2	31	22	1202
prog2	32	22	1203
prog2	33	22	1204
prog2	34	22	1205
prog2	35	22	1206
prog1	45	33	1207
prog1	46	33	1208
prog1	47	33	1209
prog1	48	33	1210
prog1	49	33	1211
prog2	36	22	1212
prog2	37	22	1213
prog1	50	33	1214
prog2	38	22	1215
prog2	39	22	1216
prog1	51	33	1217
prog1	52	33	1218
prog1	53	33	1219
prog2	40	22	1220
prog2	41	22	1221
prog1	54	33	1222
prog2	42	22	1223
prog1	55	33	1224
prog1	56	33	1225
prog2	43	22	1226
prog2	44	22	1227
prog1	57	33	1228
prog2	45	22	1229
prog1	58	33	1230
prog3	19	11	1231
prog1	59	33	1232
prog2	46	22	1233
prog2	47	22	1234
prog2	48	22	1235
prog1	60	33	1236
prog2	49	22	1237
prog2	50	22	1238
prog2	51	22	1239
prog1	61	33	1240
prog1	62	33	1241
prog3	20	11	1242
prog1	63	33	1243
prog1	64	33	1244
prog1	65	33	1245
prog1	66	33	1246
prog3	21	11	1247
prog1	67	33	1248
prog1	68	33	1249
prog3	22	11	1250
prog1	69	33	1251
prog1	70	33	1252
prog1	71	33	1253
prog1	72	33	1254
prog1	73	33	1255
prog1	74	33	1256
prog1	75	33	1257
prog1	76	33	1258
prog3	23	11	1259
prog3	24	11	1260
prog1	77	33	1261
prog1	78	33	1262
prog3	25	11	1263
prog3	26	11	1264
prog3	27	11	1265
prog2	52	22	1266
prog2	53	22	1267
prog1	79	33	1268
prog1	80	33	1269
prog3	28	11	1270
prog3	29	11	1271
prog3	30	11	1272
prog1	81	33	1273
prog2	54	22	1274
prog2	55	22	1275
prog2	56	22	1276
prog1	82	33	1277
prog2	57	22	1278
prog1	83	33	1279
prog1	84	33	1280
prog2	58	22	1281
prog1	85	33	1282
prog2	59	22	1283
prog1	86	33	1284
prog1	87	33	1285
prog2	60	22	1286
prog1	88	33	1287
prog1	89	33	1288
prog1	90	33	1289
prog1	91	33	1290
prog3	31	11	1291
prog3	32	11	1292
prog1	92	33	1293
prog2	61	22	1294
prog1	93	33	1295
prog1	94	33	1296
prog2	62	22	1297
prog2	63	22	1298
prog1	95	33	1299
prog1	96	33	1300
prog3	33	11	1301
prog1	97	33	1302
prog1	98	33	1303
prog3	34	11	1304
prog3	35	11	1305
prog1	99	33	1306
prog2	64	22	1307
prog2	65	22	1308
prog1	100	33	1309
prog1	101	33	1310
prog3	36	11	1311
prog1	102	33	1312
prog2	66	22	1313
prog2	67	22	1314
prog2	68	22	1315
prog2	69	22	1316
prog2	70	22	1317
prog2	71	22	1318
prog2	72	22	1319
prog2	73	22	1320
prog1	103	33	1321
prog2	74	22	1322
prog1	104	33	1323
prog1	105	33	1324
prog3	37	11	1325
prog3	38	11	1326
prog1	106	33	1327
prog1	107	33	1328
prog3	39	11	1329
prog1	108	33	1330
prog2	75	22	1331
prog2	76	22	1332
prog2	77	22	1333
prog2	78	22	1334
prog2	79	22	1335
prog1	109	33	1336
prog1	110	33	1337
prog1	111	33	1338
prog1	112	33	1339
prog1	113	33	1340
prog1	114	33	1341
prog3	40	11	1342
prog3	41	11	1343
prog1	115	33	1344
prog1	116	33	1345
prog1	117	33	1346
prog1	118	33	1347
prog3	42	11	1348
prog1	119	33	1349
prog2	80	22	1350
prog1	120	33	1351
prog2	81	22	1352
prog2	82	22	1353
prog1	121	33	1354
prog2	83	22	1355
prog1	122	33	1356
prog1	123	33	1357
prog1	124	33	1358
prog3	43	11	1359
prog3	44	11	1360
prog1	125	33	1361
prog2	84	22	1362
prog2	85	22	1363
prog1	126	33	1364
prog2	86	22	1365
prog2	87	22	1366
prog2	88	22	1367
prog1	127	33	1368
prog1	128	33	1369
prog3	45	11	1370
prog3	46	11	1371
prog1	129	33	1372
prog1	130	33	1373
prog1	131	33	1374
prog2	89	22	1375
prog1	132	33	1376
prog1	133	33	1377
prog3	47	11	1378
